ReportID,SalesPersonID,ProductID,Quantity,TotalSalesValue,Country,CustomerID
Rep71061,C22130,PR6135,333,11045,Botswana,961
Rep71062,C22130,PR6130,591,5060,Tonga,962
Rep71063,C22130,PR6253,1015,7490,Marshall Islands,963
Rep71064,C22130,PR6135,638,3895,Sao Tome and Principe,964
Rep71065,C22130,PR6253,326,2945,Tanzania,965
Rep71066,C22130,PR6253,493,7420,Saint Kitts and Nevis ,966
Rep71067,C22130,PR6253,107,1135,Belize,967
Rep71068,C22130,PR6135,1590,17225,Canada,968
Rep71069,C22130,PR6331,222,3970,Andorra,969
Rep71070,C22130,PR6615,264,1395,Marshall Islands,970
Rep71071,C22130,PR6253,102,1190,Barbados,971
Rep71072,C22130,PR6253,139,1445,The Bahamas,972
Rep71073,C22047,PR6186,375,2290,Saudi Arabia,973
Rep71074,C22047,PR6116,961,10055,Belgium,974
Rep71075,C22047,PR6186,6548,19475,Finland,975
Rep71076,C22047,PR6116,961,10055,Finland,976
Rep71077,C22047,PR6253,466,7485,Iran,977
Rep71078,C22047,PR6116,1819,19780,Sri Lanka,978
Rep71079,C22047,PR6229,372,2645,Belgium,979
Rep71080,C22047,PR6116,933,10870,Armenia,980
Rep71081,C22047,PR6579,127,1235,Sweden,981
Rep71082,C22047,PR6116,281,2785,Lesotho,982
Rep71083,C22047,PR6584,104,1075,Rwanda,983
Rep71084,C22047,PR6368,280,9255,Liberia,984
Rep71085,C22047,PR6186,5536,17215,Jamaica,985
Rep71086,C22047,PR6413,118,1220,Djibouti,986
Rep71087,C22047,PR6116,281,2785,Kosovo,987
Rep71088,C22047,PR6584,104,1075,Albania,988
Rep71089,C22047,PR6186,375,2290,Marshall Islands,989
Rep71090,C22047,PR6116,1044,10705,Georgia,990
Rep71091,C22047,PR6368,350,11955,Estonia,991
Rep71092,C22047,PR6596,104,2290,Uzbekistan,992
Rep71093,C22047,PR6632,211,1855,South Africa,993
Rep71094,C22047,PR6628,116,1610,South Korea,994
Rep71095,C21350,PR6253,1568,6000,Nepal,995
Rep71096,C21350,PR6119,133,2505,Kenya,996
Rep71097,C21350,PR6253,2944,9480,Mali,997
Rep71098,C21350,PR6253,3171,13645,Syria,998
Rep71099,C21350,PR6253,1688,6595,Laos,999
Rep71100,C21350,PR6220,109,1035,Honduras,1000
Rep71101,C21350,PR6463,461,4380,Bahrain,1001
Rep71102,C21350,PR6253,500,4240,Denmark,1002
Rep71103,C21350,PR6119,322,3495,Trinidad and Tobago,1003
Rep71104,C21350,PR6253,240,2060,South Korea,1004
Rep71105,C21350,PR6241,101,1015,Finland,1005
Rep71106,C21350,PR6253,247,2525,Democratic Republic of the Congo,1006
Rep71107,C21350,PR6220,104,1095,Andorra,1007
Rep71108,C21350,PR6120,188,4775,Spain,1008
Rep71109,C21350,PR6253,915,3875,Gabon,1009
Rep71110,C21350,PR6253,2965,10715,Mauritania,1010
Rep71111,C21350,PR6120,322,3495,Denmark,1011
Rep71112,C21350,PR6253,764,2525,France,1012
Rep71113,C21350,PR6214,434,3600,Malawi,1013
Rep71114,C21350,PR6463,600,3145,China,1014
Rep71115,C22067,PR6222,433,3445,Pakistan,1015
Rep71116,C22067,PR6222,271,2985,Brunei,1016
Rep71117,C22067,PR6221,4436,30115,Tanzania,1017
Rep71118,C22067,PR6604,924,11870,Gabon,1018
Rep71119,C22067,PR6221,1164,11735,Greece,1019
Rep71120,C22067,PR6604,507,6365,Uganda,1020
Rep71121,C22067,PR6222,766,5980,Monaco,1021
Rep71122,C22067,PR6123,294,2455,Lithuania,1022
Rep71123,C22067,PR6485,139,3185,Azerbaijan,1023
Rep71124,C22067,PR6222,218,1795,Malta,1024
Rep71125,C22067,PR6123,683,5370,Namibia,1025
Rep71126,C22067,PR6604,516,6495,Kosovo,1026
Rep71127,C22067,PR6485,127,2740,Bhutan,1027
Rep71128,C22067,PR6604,507,6365,Solomon Islands,1028
Rep71129,C22067,PR6222,197,1610,Slovakia,1029
Rep71130,C22067,PR6221,1913,15430,Taiwan,1030
Rep71131,C22067,PR6222,416,3965,Czech Republic,1031
Rep71132,C22067,PR6222,220,2180,Samoa ,1032
Rep71133,C22067,PR6485,103,1205,Mauritius ,1033
Rep71134,C22067,PR6222,500,4160,Tonga,1034
Rep71135,C22067,PR6485,138,3205,Ukraine,1035
Rep71136,C22067,PR6485,148,3390,Mauritius ,1036
Rep71137,C22067,PR6221,1164,11735,Oman,1037
Rep71138,C22067,PR6485,127,2670,Lithuania,1038
Rep71139,C22067,PR6221,2096,14845,Solomon Islands,1039
Rep71140,C22067,PR6485,101,1085,Australia,1040
Rep71141,C22067,PR6604,503,6320,Philippines,1041
Rep71142,C22067,PR6485,100,1020,Lesotho,1042
Rep71143,C22067,PR6221,244,1990,Thailand,1043
Rep71144,C22067,PR6123,294,2455,Burkina Faso,1044
Rep71145,C22067,PR6123,294,2455,Sierra Leone,1045
Rep71146,C22067,PR6123,294,2455,Vatican City,1046
Rep71147,C22067,PR6240,130,2490,Hungary,1047
Rep71148,C22067,PR6221,4617,34335,Sweden,1048
Rep71149,C22067,PR6221,2672,21545,Fiji,1049
Rep71150,C22067,PR6123,294,2455,Indonesia,1050
Rep71151,C22067,PR6485,127,2305,Singapore,1051
Rep71152,C22067,PR6485,102,1145,Malawi,1052
Rep71153,C22067,PR6607,100,1040,Cameroon,1053
Rep71154,C22067,PR6485,112,1915,Cote d'Ivoire,1054
Rep71155,C22067,PR6221,183,1735,Eritrea,1055
Rep71156,C22067,PR6123,294,2455,Solomon Islands,1056
Rep71157,C22067,PR6221,2160,15660,The Bahamas,1057
Rep71158,C22067,PR6221,4028,24845,Tuvalu,1058
Rep71159,C22067,PR6221,1010,9495,Cameroon,1059
Rep71160,C22067,PR6123,294,2455,Montenegro,1060
Rep71161,C22067,PR6221,4436,30115,Kiribati,1061
Rep71162,C22067,PR6607,100,1040,Tunisia ,1062
Rep71163,C22067,PR6485,108,1550,Georgia,1063
Rep71164,C22067,PR6222,380,3730,El Salvador,1064
Rep71165,C22067,PR6221,6877,47000,Saudi Arabia,1065
Rep71166,C22067,PR6485,148,3390,Uganda,1066
Rep71167,C22067,PR6248,106,1115,Uzbekistan,1067
Rep71168,C22067,PR6221,1500,13270,Sao Tome and Principe,1068
Rep71169,C22067,PR6222,218,1795,Senegal,1069
Rep71170,C22067,PR6221,2325,20135,Germany,1070
Rep71171,C22067,PR6485,127,2670,Netherlands,1071
Rep71172,C22067,PR6607,100,1040,Guatemala,1072
Rep71173,C22067,PR6485,143,3600,Libya,1073
Rep71174,C22067,PR6485,102,1145,Cambodia,1074
Rep71175,C22067,PR6123,294,2455,Cape Verde,1075
Rep71176,C22277,PR6162,6367,22725,Albania,1076
Rep71177,C22277,PR6629,127,1880,Central African Republic,1077
Rep71178,C22277,PR6163,663,3870,Belarus,1078
Rep71179,C22277,PR6163,7688,10470,Andorra,1079
Rep71180,C22277,PR6137,140,2525,Turkey,1080
Rep71181,C22277,PR6162,833,3610,Djibouti,1081
Rep71182,C22277,PR6137,174,3805,Dominica,1082
Rep71183,C22277,PR6130,100,1025,Guatemala,1083
Rep71184,C22277,PR6162,1784,6865,Palau,1084
Rep71185,C22277,PR6130,100,1015,Comoros,1085
Rep71186,C22277,PR6130,120,1550,Bulgaria,1086
Rep71187,C22277,PR6130,104,1120,Nepal,1087
Rep71188,C22277,PR6163,2194,11355,Madagascar,1088
Rep71189,C22277,PR6162,2727,10695,North Korea,1089
Rep71190,C22277,PR6130,100,1005,Seychelles ,1090
Rep71191,C22277,PR6130,101,1055,Uzbekistan,1091
Rep71192,C22277,PR6163,10337,13130,Egypt,1092
Rep71193,C22277,PR6137,215,5255,Afghanistan,1093
Rep71194,C22277,PR6137,115,1405,Saint Vincent and the Grenadines,1094
Rep71195,C22277,PR6137,172,3865,Vietnam,1095
Rep71196,C22277,PR6163,2493,3890,Serbia,1096
Rep71197,C22277,PR6273,155,1280,Macedonia,1097
Rep71198,C22277,PR6163,1711,9025,Myanmar,1098
Rep71199,C22277,PR6163,760,1780,United Kingdom,1099
Rep71200,C22277,PR6163,986,5390,Vietnam,1100
Rep71201,C22277,PR6163,11057,14315,United Arab Emirates,1101
Rep71202,C22277,PR6137,156,3185,Costa Rica,1102
Rep71203,C22277,PR6163,1711,9115,Burkina Faso,1103
Rep71204,C22277,PR6163,6794,9405,The Bahamas,1104
Rep71205,C22277,PR6137,158,3185,Mongolia,1105
Rep71206,C22277,PR6273,155,1280,United Kingdom,1106
Rep71207,C22277,PR6130,107,1215,China,1107
Rep71208,C22277,PR6211,105,1070,Turkmenistan,1108
Rep71209,C22277,PR6273,773,6380,Belarus,1109
Rep71210,C22277,PR6130,102,1025,Czech Republic,1110
Rep71211,C22277,PR6130,118,1370,Nauru,1111
Rep71212,C22277,PR6137,182,4140,Andorra,1112
Rep71213,C22277,PR6130,100,1010,Belgium,1113
Rep71214,C22277,PR6273,155,1280,Lithuania,1114
Rep71215,C22277,PR6162,15010,52610,South Sudan,1115
Rep71216,C22277,PR6163,1630,8680,Kosovo,1116
Rep71217,C22277,PR6137,136,2485,Spain,1117
Rep71218,C22277,PR6163,2229,11705,Azerbaijan,1118
Rep71219,C22277,PR6130,103,1040,Libya,1119
Rep71220,C22277,PR6162,274,1715,Sudan,1120
Rep71221,C22277,PR6130,104,1050,Bulgaria,1121
Rep71222,C22277,PR6163,4745,6735,Vanuatu,1122
Rep71223,C22277,PR6162,13782,48795,France,1123
Rep71224,C22277,PR6130,102,1065,Bahrain,1124
Rep71225,C22277,PR6130,117,1495,Thailand,1125
Rep71226,C22277,PR6162,5558,19895,Cyprus,1126
Rep71227,C22277,PR6162,2435,9395,Central African Republic,1127
Rep71228,C22338,PR6245,605,7080,Panama,1128
Rep71229,C22338,PR6130,3172,18930,Hungary,1129
Rep71230,C22338,PR6245,10785,10880,Greenland,1130
Rep71231,C22338,PR6253,100,1110,Burkina Faso,1131
Rep71232,C22338,PR6130,103,1230,Chad,1132
Rep71233,C22338,PR6130,943,10440,Moldova ,1133
Rep71234,C22338,PR6245,110,2240,South Korea,1134
Rep71235,C22338,PR6144,197,2570,Burkina Faso,1135
Rep71236,C22338,PR6130,175,2540,Guinea-Bissau,1136
Rep71237,C22338,PR6130,107,1190,Cote d'Ivoire,1137
Rep71238,C22338,PR6130,243,4045,Armenia,1138
Rep71239,C22338,PR6130,2761,12410,Taiwan,1139
Rep71240,C22338,PR6253,253,1250,United Arab Emirates,1140
Rep71241,C22338,PR6245,4125,20920,Trinidad and Tobago,1141
Rep71242,C22338,PR6130,9830,47690,Nicaragua,1142
Rep71243,C22338,PR6130,353,3125,Kosovo,1143
Rep71244,C22338,PR6245,2708,27130,The Bahamas,1144
Rep71245,C22338,PR6245,106,1285,Nicaragua,1145
Rep71246,C22338,PR6245,111,1195,Slovakia,1146
Rep71247,C22338,PR6245,141,2165,Zimbabwe,1147
Rep71248,C22338,PR6245,103,1080,Mongolia,1148
Rep71249,C22338,PR6130,198,1650,North Korea,1149
Rep71250,C22279,PR6283,416,5500,Albania,1150
Rep71251,C22279,PR6220,101,1095,Myanmar,1151
Rep71252,C22279,PR6283,422,4860,Saudi Arabia,1152
Rep71253,C22279,PR6283,422,4860,Denmark,1153
Rep71254,C22279,PR6130,7884,42435,Kosovo,1154
Rep71255,C22279,PR6130,15179,81675,Czech Republic,1155
Rep71256,C22279,PR6211,116,2205,Malta,1156
Rep71257,C22279,PR6211,101,2205,South Africa,1157
Rep71258,C22279,PR6253,127,1090,Tunisia ,1158
Rep71259,C22279,PR6283,206,2240,China,1159
Rep71260,C22279,PR6253,102,1020,North Korea,1160
Rep71261,C22279,PR6283,395,4525,Mongolia,1161
Rep71262,C22279,PR6243,250,2635,Tunisia ,1162
Rep71263,C22279,PR6130,100,2405,El Salvador,1163
Rep71264,C22279,PR6283,416,5500,Canada,1164
Rep71265,C22279,PR6130,7038,40810,Greece,1165
Rep71266,C22279,PR6220,101,1095,Mali,1166
Rep71267,C22279,PR6283,407,4715,Netherlands,1167
Rep71268,C22279,PR6130,8935,47225,United Arab Emirates,1168
Rep71269,C22279,PR6243,350,3575,Turkmenistan,1169
Rep71270,C22279,PR6211,133,3410,Croatia,1170
Rep71271,C22279,PR6130,7038,40810,Samoa ,1171
Rep71272,C22279,PR6243,783,7430,Saint Vincent and the Grenadines,1172
Rep71273,C22279,PR6283,416,5500,Kenya,1173
Rep71274,C22279,PR6220,104,1250,Jordan,1174
Rep71275,C22279,PR6220,102,1120,El Salvador,1175
Rep71276,C22279,PR6211,101,2205,Sri Lanka,1176
Rep71277,C22279,PR6211,116,2205,Cote d'Ivoire,1177
Rep71278,C22279,PR6211,133,3410,Niger,1178
Rep71279,C22279,PR6211,125,1990,Republic of the Congo,1179
Rep71280,C22279,PR6130,7038,40810,Japan,1180
Rep71281,C22279,PR6283,395,4525,Hungary,1181
Rep71282,C22279,PR6243,150,3745,Trinidad and Tobago,1182
Rep71283,C22279,PR6243,333,3745,Equatorial Guinea,1183
Rep71284,C22279,PR6243,350,3575,Sao Tome and Principe,1184
Rep71285,C22279,PR6253,127,1080,Tajikistan,1185
Rep71286,C22279,PR6211,138,4000,South Korea,1186
Rep71287,C22279,PR6243,200,1940,Laos,1187
Rep71288,C22279,PR6130,100,2405,Federated States of Micronesia,1188
Rep71289,C22279,PR6130,15179,81675,Ireland,1189
Rep71290,C22279,PR6130,7086,40685,Norway,1190
Rep71291,C22279,PR6243,350,3575,Taiwan,1191
Rep71292,C22279,PR6253,127,1090,Equatorial Guinea,1192
Rep71293,C22279,PR6211,133,3410,Barbados,1193
Rep71294,C22279,PR6243,200,1940,Saudi Arabia,1194
Rep71295,C22279,PR6130,15179,81675,Andorra,1195
Rep71296,C22279,PR6130,17797,95965,Honduras,1196
Rep71297,C22279,PR6253,102,1020,Laos,1197
Rep71298,C22279,PR6211,116,2205,Mozambique,1198
Rep71299,C22279,PR6220,101,1090,Samoa ,1199
Rep71300,C22279,PR6283,188,2260,Brunei,1200
Rep71301,C22279,PR6130,5117,25340,Bosnia and Herzegovina,1201
Rep71302,C22279,PR6283,432,4275,Haiti,1202
Rep71303,C22279,PR6253,127,1090,Grenada,1203
Rep71304,C22279,PR6283,422,4860,Bulgaria,1204
Rep71305,C22279,PR6243,200,1940,Botswana,1205
Rep71306,C22279,PR6220,101,1090,China,1206
Rep71307,C22279,PR6211,116,2205,Belize,1207
Rep71308,C22279,PR6130,4291,22890,East Timor,1208
Rep71309,C22279,PR6243,300,2955,Dominican Republic,1209
Rep71310,C22279,PR6283,395,4525,Norway,1210
Rep71311,C22279,PR6211,101,2205,Armenia,1211
Rep71312,C22279,PR6283,465,4975,Yemen,1212
Rep71313,C22279,PR6220,101,1090,Poland,1213
Rep71314,C22279,PR6220,103,1185,Bosnia and Herzegovina,1214
Rep71315,C22279,PR6283,276,2860,Algeria,1215
Rep71316,C22279,PR6130,812,63535,Equatorial Guinea,1216
Rep71317,C22279,PR6243,283,2595,Burkina Faso,1217
Rep71318,C21129,PR6207,5463,26770,Tonga,1218
Rep71319,C21129,PR6207,3682,18195,Costa Rica,1219
Rep71320,C21129,PR6190,402,2550,Equatorial Guinea,1220
Rep71321,C21129,PR6190,342,1985,Trinidad and Tobago,1221
Rep71322,C21129,PR6162,1353,5085,Zambia,1222
Rep71323,C21129,PR6207,9125,43520,Papua New Guinea,1223
Rep71324,C21129,PR6130,103,1065,Burundi,1224
Rep71325,C21129,PR6207,7292,43615,Mali,1225
Rep71326,C21129,PR6163,1437,3715,Serbia,1226
Rep71327,C21129,PR6190,1841,10185,Djibouti,1227
Rep71328,C21129,PR6207,9147,54535,Solomon Islands,1228
Rep71329,C21129,PR6163,1249,4320,Canada,1229
Rep71330,C21129,PR6207,7292,43615,Philippines,1230
Rep71331,C21129,PR6163,6036,18365,Albania,1231
Rep71332,C21129,PR6207,10975,53845,China,1232
Rep71333,C21129,PR6163,7295,22360,Somalia,1233
Rep71334,C21129,PR6207,3825,23270,Iraq,1234
Rep71335,C21129,PR6163,4991,16565,Vanuatu,1235
Rep71336,C21129,PR6207,9332,44985,Saudi Arabia,1236
Rep71337,C21129,PR6163,1249,4320,Denmark,1237
Rep71338,C21129,PR6163,1249,4320,Tajikistan,1238
Rep71339,C21129,PR6207,8547,50800,Bulgaria,1239
Rep71340,C21129,PR6207,7292,43615,Bhutan,1240
Rep71341,C22084,PR6130,925,4505,Oman,1241
Rep71342,C22084,PR6130,573,5075,Czech Republic,1242
Rep71343,C22084,PR6130,399433,2660,Honduras,1243
Rep71344,C22084,PR6130,499,2660,Gabon,1244
Rep71345,C22084,PR6130,164,1555,Bosnia and Herzegovina,1245
Rep71346,C22262,PR6604,116,1245,Morocco,1246
Rep71347,C22262,PR6227,322,2090,Denmark,1247
Rep71348,C22262,PR6604,108,1215,Sudan,1248
Rep71349,C22262,PR6378,120,1295,Vanuatu,1249
Rep71350,C22262,PR6277,133,1320,Israel,1250
Rep71351,C22262,PR6597,127,3655,Sao Tome and Principe,1251
Rep71352,C22262,PR6344,1124,36570,Madagascar,1252
Rep71353,C22262,PR6344,638,21480,Central African Republic,1253
Rep71354,C22262,PR6597,111,1015,Saint Kitts and Nevis ,1254
Rep71355,C22262,PR6344,785,19335,Dominica,1255
Rep71356,C22262,PR6462,377,1280,Togo,1256
Rep71357,C22262,PR6378,178,2000,Mauritius ,1257
Rep71358,C22262,PR6378,103,1285,Tuvalu,1258
Rep71359,C22262,PR6279,350,1645,Federated States of Micronesia,1259
Rep71360,C22262,PR6462,322,1215,Grenada,1260
Rep71361,C22262,PR6462,444,1375,Ghana,1261
Rep71362,C22262,PR6525,394,1405,Saint Lucia,1262
Rep71363,C22262,PR6597,106,1230,Denmark,1263
Rep71364,C22262,PR6344,211,4465,Bosnia and Herzegovina,1264
Rep71365,C22262,PR6378,143,1585,Marshall Islands,1265
Rep71366,C22262,PR6462,322,1405,Bhutan,1266
Rep71367,C22262,PR6606,127,1470,Algeria,1267
Rep71368,C22262,PR6279,127,1425,Malta,1268
Rep71369,C22262,PR6604,113,1415,The Gambia,1269
Rep71370,C22262,PR6344,1555,39510,Serbia,1270
Rep71371,C22262,PR6344,1137,30170,Mauritania,1271
Rep71372,C22262,PR6378,107,1085,Georgia,1272
Rep71373,C22262,PR6597,105,1805,Haiti,1273
Rep71374,C22262,PR6277,105,1060,Russia,1274
Rep71375,C22262,PR6277,105,1095,Republic of the Congo,1275
Rep71376,C22262,PR6462,322,1255,Switzerland,1276
Rep71377,C22262,PR6226,322,2385,Australia,1277
Rep71378,C22262,PR6131,116,1630,Kosovo,1278
Rep71379,C22262,PR6278,211,4075,Albania,1279
Rep71380,C22262,PR6462,944,2155,Belarus,1280
Rep71381,C22262,PR6597,111,1015,Mongolia,1281
Rep71382,C22262,PR6279,138,1435,Saint Lucia,1282
Rep71383,C22262,PR6378,142,1465,Tanzania,1283
Rep71384,C22262,PR6344,856,34620,Taiwan,1284
Rep71385,C22262,PR6604,122,1410,Sweden,1285
Rep71386,C22262,PR6391,155,1025,Panama,1286
Rep71387,C22262,PR6604,116,1245,Samoa ,1287
Rep71388,C22262,PR6378,205,2320,Ireland,1288
Rep71389,C22262,PR6279,183,2685,El Salvador,1289
Rep71390,C22262,PR6462,600,1300,Guinea,1290
Rep71391,C22262,PR6462,527,1705,East Timor,1291
Rep71392,C21631,PR6431,43694,180730,Slovakia,1292
Rep71393,C21631,PR6431,377,1155,Ghana,1293
Rep71394,C21631,PR6138,155,3690,Poland,1294
Rep71395,C21631,PR6458,290,8370,Azerbaijan,1295
Rep71396,C21631,PR6474,200,2110,Sao Tome and Principe,1296
Rep71397,C21631,PR6474,116,3070,Luxembourg,1297
Rep71398,C21631,PR6439,366,2830,Philippines,1298
Rep71399,C21631,PR6431,1238,5105,Malaysia,1299
Rep71400,C21631,PR6458,106,2000,South Sudan,1300
Rep71401,C21631,PR6431,12065,13370,Federated States of Micronesia,1301
Rep71402,C21631,PR6431,18581,28955,Sri Lanka,1302
Rep71403,C21631,PR6458,317,7500,Maldives,1303
Rep71404,C21631,PR6431,5541,23955,Papua New Guinea,1304
Rep71405,C21631,PR6431,2211,22865,Guinea-Bissau,1305
Rep71406,C21631,PR6431,9877,33885,Sudan,1306
Rep71407,C21631,PR6131,933,2565,Cuba,1307
Rep71408,C21631,PR6431,377,1760,Canada,1308
Rep71409,C21631,PR6250,166,2945,Belgium,1309
Rep71410,C21631,PR6431,47137,90930,Nigeria,1310
Rep71411,C21631,PR6173,165,3020,Tonga,1311
Rep71412,C21631,PR6458,483,8630,Samoa ,1312
Rep71413,C21631,PR6138,144,3610,Fiji,1313
Rep71414,C21631,PR6628,105,1535,Iceland,1314
Rep71415,C21631,PR6431,2094,5215,Central African Republic,1315
Rep71416,C21631,PR6447,183,2235,Chad,1316
Rep71417,C21631,PR6458,206,2805,Maldives,1317
Rep71418,C21631,PR6458,122,1935,Tanzania,1318
Rep71419,C21631,PR6250,127,1295,Thailand,1319
Rep71420,C22141,PR6150,105,1570,Thailand,1320
Rep71421,C22141,PR6508,1836,2810,Vietnam,1321
Rep71422,C22141,PR6198,747,4645,Mauritania,1322
Rep71423,C22141,PR6198,2032,10370,Burkina Faso,1323
Rep71424,C22141,PR6132,288,6160,Saint Lucia,1324
Rep71425,C22141,PR6211,681,4390,Vatican City,1325
Rep71426,C22141,PR6508,1836,2810,Canada,1326
Rep71427,C22141,PR6474,711,3120,Gabon,1327
Rep71428,C22141,PR6578,11964,6405,Benin,1328
Rep71429,C22141,PR6578,5308,4790,Saint Lucia,1329
Rep71430,C22141,PR6198,1756,8645,Portugal,1330
Rep71431,C22141,PR6474,711,3120,Ghana,1331
Rep71432,C22141,PR6132,693,14705,El Salvador,1332
Rep71433,C22141,PR6220,623,3740,Togo,1333
Rep71434,C22141,PR6220,347,6805,Bangladesh,1334
Rep71435,C22141,PR6474,277,2065,Taiwan,1335
Rep71436,C22141,PR6460,600,1395,Rwanda,1336
Rep71437,C22141,PR6150,596,2825,Central African Republic,1337
Rep71438,C22141,PR6197,397,2475,The Bahamas,1338
Rep71439,C22141,PR6578,39671,6410,Morocco,1339
Rep71440,C22141,PR6578,39671,6410,Mauritius ,1340
Rep71441,C22141,PR6150,596,2825,Netherlands,1341
Rep71442,C22141,PR6578,5308,4790,United States of America,1342
Rep71443,C22141,PR6220,623,3740,Portugal,1343
Rep71444,C22141,PR6132,288,6160,Australia,1344
Rep71445,C22141,PR6220,347,6805,Antigua and Barbuda ,1345
Rep71446,C22141,PR6220,688,4805,Greece,1346
Rep71447,C22141,PR6198,747,4645,Yemen,1347
Rep71448,C22141,PR6474,277,2065,The Bahamas,1348
Rep71449,C22141,PR6578,5308,4790,Macedonia,1349
Rep71450,C21155,PR6211,1102,13760,Malta,1350
Rep71451,C21155,PR6183,6631,24420,Kazakhstan,1351
Rep71452,C21155,PR6220,4235,41020,Uzbekistan,1352
Rep71453,C21155,PR6210,131,2455,Norway,1353
Rep71454,C21155,PR6211,327,2520,Thailand,1354
Rep71455,C21155,PR6220,1611,15480,Israel,1355
Rep71456,C21155,PR6188,862,12495,Kyrgyzstan,1356
Rep71457,C21155,PR6183,6631,24420,South Korea,1357
Rep71458,C21155,PR6132,461,9285,South Sudan,1358
Rep71459,C21155,PR6552,1787,6025,Sri Lanka,1359
Rep71460,C21155,PR6220,426,4875,Eritrea,1360
Rep71461,C21155,PR6210,223,4545,Saint Lucia,1361
Rep71462,C21155,PR6220,1026,11740,Myanmar,1362
Rep71463,C21155,PR6367,182,4870,Oman,1363
Rep71464,C21155,PR6211,1135,14190,Dominica,1364
Rep71465,C21155,PR6211,1102,13760,Jamaica,1365
Rep71466,C21155,PR6220,238,2485,Azerbaijan,1366
Rep71467,C21155,PR6211,4370,46390,Zimbabwe,1367
Rep71468,C21155,PR6220,1655,10785,Tuvalu,1368
Rep71469,C21155,PR6211,2070,25150,Kosovo,1369
Rep71470,C21155,PR6188,501,9355,Sweden,1370
Rep71471,C21155,PR6183,533,44360,Guatemala,1371
Rep71472,C21155,PR6188,936,14190,Hungary,1372
Rep71473,C21155,PR6211,1571,16120,Germany,1373
Rep71474,C21155,PR6183,6631,24420,United Kingdom,1374
Rep71475,C21155,PR6220,2188,23895,Central African Republic,1375
Rep71476,C21155,PR6220,2893,29565,Turkmenistan,1376
Rep71477,C21155,PR6220,4235,41020,Fiji,1377
Rep71478,C21155,PR6188,600,10395,Jamaica,1378
Rep71479,C21155,PR6211,1204,7020,Guatemala,1379
Rep71480,C21155,PR6211,976,6450,Burkina Faso,1380
Rep71481,C21155,PR6220,238,2485,United Kingdom,1381
Rep71482,C21155,PR6220,1766,12830,Morocco,1382
Rep71483,C21155,PR6210,107,1315,Cote d'Ivoire,1383
Rep71484,C21155,PR6207,342,3815,Luxembourg,1384
Rep71485,C21155,PR6210,107,1315,Vatican City,1385
Rep71486,C21155,PR6211,352,3835,Central African Republic,1386
Rep71487,C21155,PR6210,107,1315,Romania,1387
Rep71488,C21155,PR6596,105,1005,Ethiopia,1388
Rep71489,C21155,PR6211,1204,7020,Georgia,1389
Rep71490,C21155,PR6220,4235,41020,Serbia,1390
Rep71491,C21155,PR6211,1135,14190,Saudi Arabia,1391
Rep71492,C21155,PR6188,505,8050,Myanmar,1392
Rep71493,C21155,PR6220,331,4935,Luxembourg,1393
Rep71494,C21155,PR6220,2473,23935,Samoa ,1394
Rep71495,C21155,PR6220,1439,14255,Monaco,1395
Rep71496,C21155,PR6211,608,22415,Niger,1396
Rep71497,C21155,PR6188,936,14190,Sri Lanka,1397
Rep71498,C21155,PR6211,2788,28830,Dominica,1398
Rep71499,C21155,PR6211,1135,14190,San Marino,1399
Rep71500,C21155,PR6220,105,1135,Liechtenstein,1400
Rep71501,C21155,PR6183,13557,30055,Sao Tome and Principe,1401
Rep71502,C21155,PR6211,1102,13760,Comoros,1402
Rep71503,C21155,PR6207,342,3815,Guinea,1403
Rep71504,C21155,PR6211,1190,12715,Jordan,1404
Rep71505,C21155,PR6188,936,14190,Japan,1405
Rep71506,C21155,PR6207,342,3815,Ghana,1406
Rep71507,C21155,PR6220,2893,29565,Comoros,1407
Rep71508,C21155,PR6367,2481,5265,Guatemala,1408
Rep71509,C21155,PR6211,327,2520,Mongolia,1409
Rep71510,C21155,PR6188,862,12495,Afghanistan,1410
Rep71511,C21155,PR6188,862,12495,Comoros,1411
Rep71512,C21155,PR6188,508,8040,Kyrgyzstan,1412
Rep71513,C21155,PR6188,230,7730,Kosovo,1413
Rep71514,C22244,PR6213,106,1040,Albania,1414
Rep71515,C22244,PR6510,791,1450,Iran,1415
Rep71516,C22244,PR6358,115,1050,Nauru,1416
Rep71517,C22244,PR6302,456,2170,Greece,1417
Rep71518,C22244,PR6324,139,1400,Greenland,1418
Rep71519,C22244,PR6687,116,1105,Switzerland,1419
Rep71520,C22244,PR6180,391,1815,Central African Republic,1420
Rep71521,C22244,PR6434,571,3155,Luxembourg,1421
Rep71522,C22244,PR6202,565,1830,Germany,1422
Rep71523,C22244,PR6291,313,1725,Thailand,1423
Rep71524,C22244,PR6302,253,1625,Cape Verde,1424
Rep71525,C22244,PR6302,456,2170,Marshall Islands,1425
Rep71526,C22244,PR6577,133,1055,Turkmenistan,1426
Rep71527,C22244,PR6665,523,1980,Malta,1427
Rep71528,C22244,PR6510,238,2545,Georgia,1428
Rep71529,C22244,PR6521,122,1140,Germany,1429
Rep71530,C22244,PR6423,511,2865,Albania,1430
Rep71531,C22244,PR6302,657,2930,Mali,1431
Rep71532,C22244,PR6358,988,2075,Maldives,1432
Rep71533,C22244,PR6213,115,1120,Malaysia,1433
Rep71534,C22244,PR6676,128,1120,Israel,1434
Rep71535,C22244,PR6390,110,1090,Cape Verde,1435
Rep71536,C22244,PR6280,618,2740,Albania,1436
