InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,CustomerID
536412,20728,LUNCH BAG CARS BLUE,3,1.65,17920,United Kingdom,315
536412,22382,LUNCH BAG SPACEBOY DESIGN ,3,1.65,17920,United Kingdom,316
536412,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2.95,17920,United Kingdom,317
536412,22662,LUNCH BAG DOLLY GIRL DESIGN,4,1.65,17920,United Kingdom,318
536412,22383,LUNCH BAG SUKI  DESIGN ,3,1.65,17920,United Kingdom,319
536412,20727,LUNCH BAG  BLACK SKULL.,3,1.65,17920,United Kingdom,320
536412,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2.95,17920,United Kingdom,321
536412,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2.95,17920,United Kingdom,322
536412,22630,DOLLY GIRL LUNCH BOX,1,1.95,17920,United Kingdom,323
536412,22629,SPACEBOY LUNCH BOX ,1,1.95,17920,United Kingdom,324
536412,21245,GREEN POLKADOT PLATE ,1,1.69,17920,United Kingdom,325
536412,21244,BLUE POLKADOT PLATE ,1,1.69,17920,United Kingdom,326
536412,21242,RED RETROSPOT PLATE ,1,1.69,17920,United Kingdom,327
536412,21243,PINK  POLKADOT PLATE ,1,1.69,17920,United Kingdom,328
536412,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2.95,17920,United Kingdom,329
536412,22273,FELTCRAFT DOLL MOLLY,1,2.95,17920,United Kingdom,330
536412,22940,FELTCRAFT CHRISTMAS FAIRY,3,4.25,17920,United Kingdom,331
536412,22652,TRAVEL SEWING KIT,5,1.65,17920,United Kingdom,332
536412,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,1.65,17920,United Kingdom,333
536412,21880,RED RETROSPOT TAPE,10,0.65,17920,United Kingdom,334
536412,21738,COSY SLIPPER SHOES SMALL  RED ,1,2.95,17920,United Kingdom,335
536412,22077,6 RIBBONS RUSTIC CHARM,1,1.65,17920,United Kingdom,336
